id,name,name_en,qlvl,package,color,type,subType,cost,power,trigger,description,description_en,flavorText,flavorText_en
1000124,水之魂,Soul of Water,C,Boundary,blue,creature,Summoned,0,1,Passive,* 不稳定：回合结束时，置于墓地,,,
1000125,法力黏虫幼体,,C,Boundary,blue,creature,Summoned,0,2,None,,,,
1000126,海卓蛇头,Hydra Head,C,Boundary,blue,creature,Summoned,0,1,None,,,,
1000002,水灵,Water Spirit,B,Boundary,blue,creature,,1,1,Death,* 死亡召唤：死亡之后召唤一个1/1的水之魂回到原卡槽。水之魂具有不稳定：回合结束时，置于墓地,,,
1000023,沼泽屏障,Fortress Mirage,C,Aether,blue,creature,,1,2,attack,<b>攻击时</b>：不贡献力量值,,,
1000028,思维加速,Mind Acceleration,C,Aether,blue,spell,,1,,spell,你抽1张卡,,,
1000119,沼泽女巫,Marsh Witch,C,Boundary,blue,creature,,1,1,Combat,* 衰弱：战斗时，敌方生物力量-1,,,
1000118,蜥蜴人,Lizardman,C,Aether,blue,creature,,1,1,none,,,,
1000123,庇护所,Water of Protection,C,Aether,blue,spell,,1,,spell,目标生物将不参与战斗，直到施法者的回合结束,,,
1000046,转化,Convert,B,Boundary,blue,spell,,1,,Spell,* 回收：将一个你控制的蓝色生物置于墓地并获得2个符文,,,
1000004,溶解术,Water of the Foreseer,C,Aether,blue,spell,,2,,spell,目标卡槽所有生物力量降为1，直到施法者的回合结束,,,
1000005,巨人幻象,Colossus Illusion,A,Boundary,blue,creature,,2,2,None,,,,Look at that! We must take it down first!
1000013,水蛭,Leech,A,Boundary,blue,creature,,2,1,Attack,* 吸血：进攻时，获得1点生命,,,
1000011,寒冰武士,Shard of Phantom,C,Aether,blue,creature,,2,2,death,<b>死亡时：</b>你抽1张卡,,,
1000030,神秘幻象,Mystical Illusion,C,Aether,blue,enchantment,,2,,enchantment,至于蓝色卡槽，卡槽效果额外降低1点敌方力量判定,,,
1000043,法力回流,Energy Torrent,C,Aether,blue,spell,,2,,Spell,退回目标生物|n你抽1张卡,,,
1000029,占卜,Divination,A,Boundary,blue,spell,,2,,Spell,* 你抽2张牌，并弃掉1张牌,,让我们来看看盒子里面是什么。,
1000010,寒冰山猫,Frost Lynx,C,Aether,blue,creature,,3,3,Summon,<b>进场时：</b>退回总力量值不大于4的所有生物,,,
1000016,兽群之影,Shade of the Pack,B,Boundary,blue,creature,,3,2,Death,* 死亡时，成为附魔效果，目标生物结算力量-2,,,
1000017,法力黏虫,Mana Slug,A,Boundary,blue,creature,,3,3,Death,* 法力粘虫进入墓地后，你可以消耗1，立即召唤 一个P2的法力黏虫幼体进入战场,,,
1000012,潮湿之地,Moisture Land,S,Boundary,blue,enchantment,,3,,Enchantment,* 目标生物攻击时，选择对面的生物中力量最高的一个退回其拥有者手牌,,,
1000040,法力反噬,Mana Interception,C,Aether,blue,spell,,3,,Spell,移除目标卡槽的所有附魔效果，然后你可以对目标生物或者玩家造成2点伤害，每个移除的附魔效果令伤害+2,,,
1000003,中和之水,Neutralizing Water,B,Boundary,blue,spell,,3,,Spell,* 将任意两个生物的力量值变为两者力量之和的平均数，小数部分略去,,,
1000048,意念植入,Mind Inception,C,Aether,blue,spell,,3,,Spell,目标生物本回合为施法者贡献力量值,,,
1000001,虚影,Condensed Phantom,C,Aether,blue,creature,,4,0,Passive,虚影以目标生物的复制品进入战场,,,
1000020,冰原术士,Ice Walker,C,Aether,blue,creature,,4,3,Attack,<b>攻击时：</b>将敌方卡槽力量不大于3的生物退回,,,
1000044,蒸汽孢子,Vapourised Spore,A,Boundary,blue,creature,,4,3,Passive,* 攻击时，立即杀死一个被冻结的目标生物,,,
1000039,德肯的法术目录,Dracon's Spell Catalog,B,Boundary,blue,spell,,4,,Spell,* 从你的牌库抽取两张牌，再从任意牌库抽取一张牌,,,
1000042,位面动荡,Unstable Planes,C,Aether,blue,spell,,4,,Spell,将一个你控制的生物以及所有位于与其卡槽颜色相同的敌方生物退回，该颜色的卡槽被锁定，无法召唤生物，直到你的回合开始阶段,,,
1000127,消解,Disintegrate,A,Boundary,blue,spell,,4,,Spell,* 目标卡槽所有生物的力量降为1，直到回合结束,,,
1000045,群体催眠,Mass Hypnosis,C,Aether,blue,spell,,5,,Spell,所有卡槽内的生物无法进攻，直到你的回合开始阶段,,,
1000021,水元素,Elemental Water,B,Boundary,blue,creature,,5,3,Death,* 死亡时，回到其拥有者手牌,,,
1000024,冰元素,Elemental Ice,S,Boundary,blue,creature,,5,4,Passive,* 战斗结束后，冻结与之战斗的所有敌方生物,,,
1000047,催眠师,Hypnotist,C,Aether,blue,creature,,5,3,Summon,<b>进场时：</b>催眠一个生物，将其置入你的蓝色卡槽。催眠师离开其所在卡槽时，此效果消失,,,
1000019,水流术士,Hydromancer,C,Aether,blue,creature,,6,6,Attack,<b>回合结束时：</b>若本回合没有参与战斗，抽1张卡|n<b>攻击时：</b>选定一个敌方生物在此回合不参战,,,
1000027,虚幻之龙,Unreal Drake,C,Aether,blue,creature,,6,6,Death,<b>死亡时：</b>成为附魔效果，目标生物力量-6,,,
1000120,海卓,Hydra,A,Boundary,blue,creature,,7,9,Death,* 死亡时，召唤9个P1的海卓蛇头进入战场，可以以放置于任意卡槽,,,
1000121,海龙,Sea Dragon,C,Aether,blue,creature,,7,7,Summon,<b>进场时：</b>指定一个敌方卡槽，在敌方玩家的每个开始回合力量-2|n海龙死亡后该效果消失,,,
1000122,未知海怪,Unknown Kraken,C,Aether,blue,creature,,8,4,Passive,<b>对位卡槽无法攻击</b>,,,
1000132,树人,Treant,C,Aether,green,creature,Summoned,0,3,None,,,,
1000136,孢子,Spore,C,Boundary,green,creature,Summoned,0,1,None,,,,
1000006,可食用藤蔓,Edible Vines,C,Aether,green,creature,,1,1,Death,* 进入墓地时，你恢复生命值，数量等于可食用藤蔓的防御,,,
1000014,石筑墙,Wall of stones,C,Boundary,green,creature,,1,1,Passive,* 嘲讽：攻击中的生物必须指定任一嘲讽者作为目标 * 防御者：进攻时，力量结算-1，防御时，力量结算+2,,,
1000053,林精,Wood Fairy,C,Aether,green,creature,,1,0,Passive,* 置于绿色卡槽时，+1/0,,,
1000128,野猪,Bore,B,Boundary,green,creature,,1,2,None,,,,
1000129,森林之魂,Spirit of the Woods,C,Aether,green,creature,,1,1,Summon,* 进场时，目标生物+1/1，直到回合结束,,,
1000007,自然力量,Nature's power,C,Boundary,green,enchantment,,1,1,Enchantment,* 附魔的生物+1,,,
1000055,森林迷失,Lost in the Forest,C,Boundary,green,spell,,1,,Spell,"* 目标生物无法攻击绿色卡槽的生物, 直到目标生物的回合结束",,,
1000056,绿化,Green Creeps,C,Aether,green,enchantment,,1,,Enchantment,* 目标生物所在卡槽被视为绿色,,,
1000052,半人马战士,Centaur Warrior,C,Boundary,green,creature,Centaur,2,2,None,,,,
1000058,精灵射手,Elf Archer,C,Boundary,green,creature,Elf,2,1,Passive,* 暗杀：进攻时，首先对一个与之战斗的敌军目标造成伤害，战斗时，其力量值不参与攻击结算,,,
1000060,树人卫士,Dryad Guardian,C,Aether,green,creature,,2,1,Active,* 冻结自身：目标生物+1/1，直到回合结束,,,
1000065,矮人德鲁伊,Dwarf Druid,C,Aether,green,creature,,2,1,Passive,* 你的所有其它绿色生物+1/1,,,
1000031,无尽之泉,Ever spring,C,Aether,green,enchantment,,2,,Enchantment,* 在你的回合开始阶段，为附魔的生物+1,,,
1000062,野性狂躁,Restless Wild,C,Aether,green,spell,,2,,Spell,* 使一个你的单位立即和对位卡槽的生物一次，如果对位卡槽没有单位，攻击对方玩家,,,
1000018,野蛮生长荆棘,Thorns of wild growth,C,Aether,green,creature,,3,2,Passive,* 生长：在你的回合开始阶段，如果你的绿色卡槽有生物，获得+1/1,,,
1000059,半人马冲锋者,Centaur Charger,C,Aether,green,creature,Centaur,3,4,None,,,,
1000067,精灵祭司,Elf Priest,B,Boundary,green,creature,Elf,3,2,Passive,* 你的所有绿色卡槽的生物获得+1,,,
1000063,毒瘴,Miasma,B,Boundary,green,enchantment,,3,,Enchantment,* 如果附魔生物处于绿色卡槽，该卡槽的所有生物无法攻击 * 在附魔生物的回合开始阶段，附魔生物受到1点伤害,,,
1000054,丛林之雨,Rain of the Jungles,C,Aether,green,spell,,3,,Spell,* 你的所有绿色卡槽的生物+2/2，直到回合结束,,,
1000064,寄生孢子,Parasitical Spore,B,Boundary,green,spell,,3,,Spell,* 对目标生物造成2点伤害，施法的元素师恢复2点生命值，如果目标生物因此而死亡，召唤一个P1的孢子，可以置于任意卡槽,,,
1000068,巨化术,Enlarge,B,Boundary,green,spell,,3,,Spell,* 目标生物获得+3,,,
1000061,矮人探险家,Dwarf Explorer,C,Boundary,green,creature,,4,3,Passive,* 可以选择任意颜色卡槽的生物进行攻击,,,
1000066,森林熊人,Forest Werebear,C,Aether,green,creature,,4,3,Passive,* 嘲讽：对位生物每回合必须进攻,,,
1000070,石化变色龙,Stone Chameleon,C,Boundary,green,creature,,4,4,Passive,* 在任何卡槽均可获得元素增强效果 * 战斗时，对方的嘲讽失效,,,
1000071,树人祈雨者,Dryad Rain Prayer,C,Aether,green,creature,,4,2,Active,* 冻结自身，消耗2：为一个生物+2/2或者治疗玩家3点生命值,,,
1000057,哨卫,Sentinel,C,Aether,green,enchantment,,4,,Enchantment,* 目标生物获得嘲讽，+1/3,,,
1000073,巨人增长,Giant Growth,C,Boundary,green,spell,,4,,Spell,* 目标生物获得+3和碾压，直到回合结束.,,,
1000025,山脉巨人,Mount Giant,C,Aether,green,creature,,5,5,Active,* 碾压：对目标元素师造成战斗时溢出的伤害,,,
1000133,狂怒雪人,Raged Yeti,C,Aether,green,creature,,5,4,Passive,* 每次战斗后获得+1/0,,,
1000134,飞龙,Wyvern,S,Boundary,green,creature,,5,4,Passive,* 战斗结束后，选定一个与之作战的敌方目标，下回合开始时受到2点伤害,,,
1000135,丛林战鼓,Jungle Drums,A,Boundary,green,spell,,5,,Spell,* 你的所有生物获得+3，直到回合结束,,,
1000069,远古树精,Ancient Dryad,C,Aether,green,creature,,6,6,Death,* 进入墓地时将手牌中的任一张生物卡置于远古树精的卡槽,,,
1000074,沼泽多头蛇,Marsh Hydra,C,Aether,green,creature,,6,5,Passive,* 不死：进入墓地时，立即回到原卡槽并获得永久标记-1/-1，力量为1时，无法触发不死效果,,,
1000072,半人马酋长,Centaur Warchief,C,Boundary,green,creature,Centaur,7,8,Passive,* 碾压：对目标元素师造成战斗时溢出的伤害,,,
1000131,精灵德鲁伊,Elf Druid,C,Aether,green,creature,Elf,7,6,Active,* 消耗1：召唤一个3/3的树人进入战场，可以放置于任何卡槽,,,
1000130,远古绿龙,Ancient Green Dragon,C,Aether,green,creature,Dragon,8,7,Passive,* 每回合恢复所有生命值,,,
1000008,火灵,Fire Spirit,C,Aether,red,creature,,1,1,Death,<b>死亡时：</b>对指定生物造成1点伤害,,,You need to be able to cast at least one fire bolt to be a qualified apprentice.
1000075,烈焰使者,Flame Bringer,C,Boundary,red,creature,,1,1,Death,* 死亡时，目标生物获得+1/+0，直到回合结束,,,
1000076,火妖,Fire Fiend,C,Aether,red,creature,,1,2,Passive,<b>回合结束时：</b>死亡|n<b>进场时：</b>所在卡槽立即攻击一次,,,
1000032,火焰打击,Flame Strike,C,Aether,red,spell,,1,,Spell,对目标玩家或者生物造成2点伤害,,,
1000033,炽热溅射,Heat Splash,C,Aether,red,spell,,1,,Spell,对目标玩家或者生物造成1点伤害，然后重新指定1个玩家或者生物造成1点伤害，可以重复指定,,,
1000051,火链,Fire Chains,C,Boundary,red,spell,,1,,Spell,"* 冻结目标生物, 并对其造成1点伤害.",,,
1000009,野火秃鹫,Wild Fire Vulture,C,Boundary,red,creature,,2,1,Summon,"* 上场时, 你的所有红色卡槽内的生物获得+2/+0, 直到回合结束",,,
1000015,热浪巨兽,Heat Wave,C,Boundary,red,creature,,2,2,Attack,"* 进攻时, 目标生物受到1点伤害 * 不稳定",,,
1000049,炼狱小鬼,Inferno Imp,C,Boundary,red,creature,,2,2,Summon,"* 上场时, 对目标生物造成1点伤害.",,,
1000078,熔火暴徒,Molten Thug,C,Aether,red,creature,,2,2,Passive,本回合中，你的每一个死亡的红色生物会为熔火暴徒+1,,,
1000035,灼烧,Scorch,C,Aether,red,enchantment,,2,,Enchantment,在回合开始阶段，对附魔的卡槽造成1点伤害.,,,
1000080,焚炉,Furnance,C,Boundary,red,enchantment,,2,,Enchantment,"* 附魔的生物所在卡槽被视为红色 * 回合结束时, 对目标生物或者元素师造成1点伤害.",,,
1000079,焚毁,Burn Down,C,Boundary,red,spell,,2,,Spell,"* 牺牲一个你的红色生物, 召唤2个2/1的灰烬之灵或者1个4/2的灰烬精华进入战场, 灰烬之灵和灰烬精华所在卡槽被视为红色并且具有不稳定效果.",,,
1000081,连锁闪电,Chain Lightning,C,Aether,red,spell,,2,,Spell,对目标玩家的所有卡槽造成2点伤害,,,
1000083,闪电打击,Lightning Strike,C,Aether,red,spell,,2,,Spell,对目标生物造成3点伤害，如果目标因此而死亡，你增加1点法力,,,
1000050,纵火者,Arsonist Reska,C,Aether,red,creature,,3,3,Passive,每当你打出一张红色卡牌，纵火者对目标生物造成1点伤害,,,
1000085,灼热软泥怪,Scorching Ooze,C,Boundary,red,creature,,3,3,Passive,"* 每当灼热软泥怪受到伤害, 灼热软泥怪获得+2/+0",,,
1000086,狂躁巨兽,Lunatic Beast,C,Boundary,red,creature,,3,4,Passive,* 狂躁巨兽每个回合必须攻击,,,
1000036,火焰之雨,Rain of Fires,C,Boundary,red,enchantment,,3,,Enchantment,"* 附魔生物攻击时, 对自己的和目标元素师的所有生物造成2点伤害 * 附魔生物死亡时, 对所有生物造成1点伤害",,,
1000077,献祭,Fire of Immolation,C,Aether,red,spell,,3,,Spell,牺牲一个你的红色生物，对目标生物或者玩家造成牺牲掉生物的力量+3点伤害,,,
1000034,火球术,Fire Ball,C,Boundary,red,spell,,3,,Spell,* 对目标生物造成5点伤害.,,,
1000088,爆炎冲击波,Pyrowave,C,Boundary,red,spell,,3,,Spell,* 对目标生物或者元素师造成5点伤害,,,
1000089,熔核衍生物,Molten Spawnling,C,Boundary,red,spell,,3,,Spell,"* 分别召唤3个1/1的熔核矮魔到战场, 当卡槽数量不足时, 分别指定目标生物或者元素师, 对其造成1点伤害",,,
1000092,焦灼血脉,Searing Blood,C,Aether,red,spell,,3,,Spell,将墓地中的红色生物置于手牌，生物的总消耗不大于4,,,
1000022,熔岩石像鬼,Lava Gargoyle,C,Aether,red,creature,,4,2,Passive,消耗X：获得+X,,,
1000090,流星火雨,Metoer Shower,C,Aether,red,spell,,4,,Spell,对战场上所有生物和玩家造成3点伤害,,,
1000091,毁灭,Destruction,C,Aether,red,spell,,4,,Spell,立即杀死一个没有位于红色卡槽的生物,,,
1000026,黑曜石傀儡,Obsidian Golem,C,Aether,red,creature,Obsidian,5,5,Passive,己方的红色卡槽内生物获得法术免疫,,,
1000082,火元素操控,Fire Mastery,C,Aether,red,spell,,5,,Spell,对目标生物或者玩家造成4点伤害，你所操控的每一个红色生物对你的目标造成1点伤害|n<b>施法结束时：</b>回到手牌,,,
1000094,灰烬暴君,Ember Tyrant,C,Aether,red,creature,,6,7,Passive,死亡时若前方没有阻挡生物，对目标元素师造成等同于灰烬暴君力量的伤害,,,
1000093,纵火,Incendiary,C,Aether,red,spell,,6,,Spell,对目标玩家造成5点伤害，在同一回合，你每有一个红色生物进入墓地，纵火的法力消耗-1，伤害+1,,,
1000087,幼年红龙,Red Dragon Whelp,C,Aether,red,creature,,7,7,Active,<b>消耗1：</b>对目标生物造成2点伤害,,,
1000084,炎魔领主,Lord of the Fires,C,Aether,red,creature,,8,7,Passive,牺牲一个红色生物，为炎魔领主+1,,,
1000095,空气元素,Elemental Air,C,Aether,white,creature,Elemental,1,1,Passive,* 如果空气元素所在卡槽颜色不是白色，将空气元素置于墓地并对目标生物或者元素师造成1点伤害,,,
1000096,位面之兽,Phase Beast,C,Aether,white,creature,,1,1,Active,* 战斗开始前可以迁移到另外一个你的卡槽，如果目标卡槽有生物，位面之兽与目标卡槽的生物交换位置,,,
1000097,虚幻刺客,Unreal Assassin,C,Boundary,white,creature,,1,1,Passive,"* 虚幻刺客无法被防御, 也无法防御任何生物",,,
1000101,气化,Vaporise,C,Aether,white,enchantment,,1,,Enchantment,* 附魔的生物无法被防御，也无法防御任何生物 * 附魔的生物成为法术的目标时，附魔的生物受到1点伤害，然后气化被置于墓地,,,
1000102,以太行者,Aether Walker,C,Boundary,white,enchantment,,1,,Enchantment,"* 附魔的生物可以自由地移动到一个未被占据的卡槽 * 附魔的生物在发动攻击之后, 本回合将无法在卡槽间移动",,,
1000037,启蒙,Enlighten,C,Boundary,white,spell,,1,,Spell,"* 目标生物所在卡槽被视为白色, 然后获得-0/-1, 直到回合结束",,,
1000099,传送,Teleport,C,Aether,white,spell,,1,,Spell,* 将目标生物转移至其拥有者的另外一个卡槽,,,
1000100,失重,Weightless,C,Boundary,white,spell,,1,,Spell,"* 目标生物获得-1/-0, 直到回合结束",,,
1000103,空气具象,Air Concretization,C,Aether,white,creature,Elemental,2,2,Summon,* 进场时，立即对对位生物造成1点伤害，如果对位卡槽没有生物，对目标玩家造成1点伤害,,,
1000105,天空之墙,Sky Wall,C,Aether,white,creature,,2,0,Passive,* 防御者 * 战斗时，进攻的生物获得-3/-0,,,
1000106,气元素暗杀者,Air Assassin,C,Aether,white,creature,Elemental,2,2,Passive,* 气元素暗杀者无法被位于白色卡槽的生物防御,,,
1000038,以太坩埚,Aether Crucible,C,Boundary,white,spell,,2,,Spell,"* 目标白色卡槽内生物的力量和生命值互换, 直到回合结束",,,
1000107,大气之盾,Air Shield,C,Boundary,white,spell,,2,,Spell,"* 目标生物获得+0/+1并且所在卡槽被视为白色, 直到回合结束",,,
1000108,空气震裂,Air Implosion,C,Boundary,white,spell,,2,,Spell,"* 目标生物被冻结, 直到目标生物的回合结束 * 目标生物无法防御, 直到回合结束",,,
1000109,佯攻,Cheat Attack,C,Aether,white,spell,,2,,Spell,* 目标生物获得先攻，直到回合结束,,,
1000112,气旋舞者,Vortex Spinner,C,Aether,white,creature,Elemental,3,3,Passive,* 进入白色卡槽时，获得+0/+1，被冻结 * 进入非白色卡槽时，对目标元素师造成2点伤害,,,
1000137,灯神,,C,Aether,white,creature,,3,3,Passive,* 战场上的每个你的白色生物会使神灯的耗费-1 * 场上有至少3个你的白色生物时，如果神灯在墓地中，将神灯洗入牌库,,,
1000116,发现弱点,Weakness Exposure,C,Boundary,white,spell,,3,,Spell,"* 目标生物战斗时, 会额外造成一次攻击伤害, 直到回合结束",,,
1000041,空气之盾,Counter Spell,C,Aether,white,enchantment,,3,,Enchantment,* 生物受到伤害时，该伤害效果失效，空气之盾被置于墓地,,,
1000098,滞流气息,Congested Flow,C,Aether,white,creature,Elemental,4,3,Summon,* 进入战场时，所有敌方生物下回合无法攻击,,,
1000138,高塔法师,,C,Aether,white,creature,,4,4,Active,* 将目标生物转移至其拥有者的另外一个卡槽,,,
1000115,漂浮,Float,C,Aether,white,enchantment,,4,,Enchantment,* 附魔的生物死亡时，对目标元素师造成一次攻击伤害，然后回到手牌,,,
1000113,虚幻斩杀者,Unreal Executioner,C,Aether,white,creature,,5,5,Passive,* 虚幻斩杀者无法被防御,,,
1000111,妄想之境,Realm of Delusion,C,Aether,white,enchantment,,5,,Enchantment,* 如果附魔的生物因战斗而死亡，对目标造成伤害，其值为敌对生物的力量值，妄想之境重新附魔到你的另外一个生物,,,
1000104,虚幻武士,Unreal Warrior,C,Aether,white,creature,,6,2,Passive,* 虚幻武士位于白色卡槽进攻时，你选择一个元素生物对虚幻武士的目标攻击一次,,,
1000117,快银战士,Quicksilver Warrior,C,Aether,white,creature,,6,4,Passive,* 可以攻击两次,,,
1000110,空气之刃,Ethereal Blade,C,Aether,white,creature,Elemental,7,5,Passive,* 先攻：进攻时，你首先对敌人造成伤害并结算，然后敌人对你造成伤害并结算,,,
1000114,多重阴影,Twin Shadow,C,Aether,white,creature,,8,5,Passive,* 战斗时，对战斗目标的拥有者造成1次攻击伤害,,,
1000139,,,,,,,,,,,,,,
1000140,,,,,,,,,,,,,,
1000141,,,,,,,,,,,,,,
1000142,,,,,,,,,,,,,,
1000143,,,,,,,,,,,,,,
1000144,,,,,,,,,,,,,,
1000145,,,,,,,,,,,,,,
1000146,,,,,,,,,,,,,,
1000147,,,,,,,,,,,,,,
1000148,,,,,,,,,,,,,,
1000149,,,,,,,,,,,,,,
1000150,,,,,,,,,,,,,,
1000151,,,,,,,,,,,,,,
1000152,,,,,,,,,,,,,,
1000153,,,,,,,,,,,,,,
1000154,,,,,,,,,,,,,,
1000155,,,,,,,,,,,,,,
1000156,,,,,,,,,,,,,,
1000157,,,,,,,,,,,,,,
1000158,,,,,,,,,,,,,,
1000159,,,,,,,,,,,,,,
1000160,,,,,,,,,,,,,,
1000161,,,,,,,,,,,,,,
1000162,,,,,,,,,,,,,,
1000163,,,,,,,,,,,,,,
1000164,,,,,,,,,,,,,,
1000165,,,,,,,,,,,,,,
1000166,,,,,,,,,,,,,,
1000167,,,,,,,,,,,,,,
1000168,,,,,,,,,,,,,,
1000169,,,,,,,,,,,,,,
1000170,,,,,,,,,,,,,,
1000171,,,,,,,,,,,,,,
1000172,,,,,,,,,,,,,,
1000173,,,,,,,,,,,,,,
1000174,,,,,,,,,,,,,,
1000175,,,,,,,,,,,,,,
1000176,,,,,,,,,,,,,,
1000177,,,,,,,,,,,,,,
1000178,,,,,,,,,,,,,,
1000179,,,,,,,,,,,,,,
1000180,,,,,,,,,,,,,,
1000181,,,,,,,,,,,,,,
1000182,,,,,,,,,,,,,,
1000183,,,,,,,,,,,,,,
1000184,,,,,,,,,,,,,,
1000185,,,,,,,,,,,,,,
1000186,,,,,,,,,,,,,,
1000187,,,,,,,,,,,,,,
1000188,,,,,,,,,,,,,,
1000189,,,,,,,,,,,,,,
1000190,,,,,,,,,,,,,,
1000191,,,,,,,,,,,,,,
1000192,,,,,,,,,,,,,,
1000193,,,,,,,,,,,,,,
1000194,,,,,,,,,,,,,,
1000195,,,,,,,,,,,,,,
1000196,,,,,,,,,,,,,,
1000197,,,,,,,,,,,,,,
1000198,,,,,,,,,,,,,,
1000199,,,,,,,,,,,,,,
1000200,,,,,,,,,,,,,,
1000201,,,,,,,,,,,,,,
1000202,,,,,,,,,,,,,,
1000203,,,,,,,,,,,,,,
1000204,,,,,,,,,,,,,,
1000205,,,,,,,,,,,,,,
1000206,,,,,,,,,,,,,,
1000207,,,,,,,,,,,,,,
1000208,,,,,,,,,,,,,,
1000209,,,,,,,,,,,,,,
1000210,,,,,,,,,,,,,,
1000211,,,,,,,,,,,,,,
1000212,,,,,,,,,,,,,,
1000213,,,,,,,,,,,,,,
1000214,,,,,,,,,,,,,,
1000215,,,,,,,,,,,,,,
1000216,,,,,,,,,,,,,,
1000217,,,,,,,,,,,,,,
1000218,,,,,,,,,,,,,,
1000219,,,,,,,,,,,,,,
1000220,,,,,,,,,,,,,,
1000221,,,,,,,,,,,,,,
1000222,,,,,,,,,,,,,,
1000223,,,,,,,,,,,,,,
1000224,,,,,,,,,,,,,,
1000225,,,,,,,,,,,,,,
1000226,,,,,,,,,,,,,,
1000227,,,,,,,,,,,,,,
1000228,,,,,,,,,,,,,,
1000229,,,,,,,,,,,,,,
1000230,,,,,,,,,,,,,,
1000231,,,,,,,,,,,,,,
1000232,,,,,,,,,,,,,,
1000233,,,,,,,,,,,,,,
1000234,,,,,,,,,,,,,,
1000235,,,,,,,,,,,,,,
1000236,,,,,,,,,,,,,,
1000237,,,,,,,,,,,,,,
1000238,,,,,,,,,,,,,,
1000239,,,,,,,,,,,,,,
1000240,,,,,,,,,,,,,,
1000241,,,,,,,,,,,,,,
1000242,,,,,,,,,,,,,,
1000243,,,,,,,,,,,,,,
1000244,,,,,,,,,,,,,,
1000245,,,,,,,,,,,,,,
1000246,,,,,,,,,,,,,,
1000247,,,,,,,,,,,,,,
1000248,,,,,,,,,,,,,,
1000249,,,,,,,,,,,,,,
1000250,,,,,,,,,,,,,,
1000251,,,,,,,,,,,,,,
1000252,,,,,,,,,,,,,,
1000253,,,,,,,,,,,,,,
1000254,,,,,,,,,,,,,,
1000255,,,,,,,,,,,,,,
1000256,,,,,,,,,,,,,,
1000257,,,,,,,,,,,,,,
1000258,,,,,,,,,,,,,,
1000259,,,,,,,,,,,,,,
1000260,,,,,,,,,,,,,,
1000261,,,,,,,,,,,,,,
1000262,,,,,,,,,,,,,,
1000263,,,,,,,,,,,,,,
1000264,,,,,,,,,,,,,,
1000265,,,,,,,,,,,,,,
1000266,,,,,,,,,,,,,,
1000267,,,,,,,,,,,,,,
1000268,,,,,,,,,,,,,,
1000269,,,,,,,,,,,,,,
1000270,,,,,,,,,,,,,,
1000271,,,,,,,,,,,,,,
